TK_Nr;DZ_Nr;DZ_Name;Land_Nr;Land_Code;Str_Kl;Str_Nr;Str_Zus;Erf_Art;Fernziel_Ri1;Nahziel_Ri1;Hi_Ri1;Fernziel_Ri2;Nahziel_Ri2;Hi_Ri2;Anz_Fs_Q;Betriebs_km;vT_MobisSo;vT_W;vT_U;vT_S;DTV_Kfz_MobisSo_Q;DTV_Kfz_MobisSo_Ri1;DTV_Kfz_MobisSo_Ri2;DTV_Kfz_W_Q;DTV_Kfz_W_Ri1;DTV_Kfz_W_Ri2;DTV_Kfz_U_Q;DTV_Kfz_U_Ri1;DTV_Kfz_U_Ri2;DTV_Kfz_S_Q;DTV_Kfz_S_Ri1;DTV_Kfz_S_Ri2;Entw_Kfz_MobisSo_Q;Entw_Kfz_W_Q;Entw_Kfz_U_Q;Entw_Kfz_S_Q;DTV_SV_MobisSo_Q;DTV_SV_MobisSo_Ri1;DTV_SV_MobisSo_Ri2;DTV_SV_W_Q;DTV_SV_W_Ri1;DTV_SV_W_Ri2;DTV_SV_U_Q;DTV_SV_U_Ri1;DTV_SV_U_Ri2;DTV_SV_S_Q;DTV_SV_S_Ri1;DTV_SV_S_Ri2;Entw_SV_MobisSo_Q;Entw_SV_W_Q;Entw_SV_U_Q;Entw_SV_S_Q;pSV_MobisSo_Q;pSV_W_Q;pSV_U_Q;pSV_S_Q;fer;bSo;bFr;Mt;pMt;Mn;pMn;Md;pMd;Me;pMe;MSV30_Kfz_MobisSo_Q;MSV30_Kfz_W_Q;MSV30_Kfz_U_Q;MSV30_Kfz_S_Q;MSV30maxRi_Kfz_MobisSo;MSV30maxRi_Kfz_W;MSV30maxRi_Kfz_U;MSV30maxRi_Kfz_S;pMSV30maxRi_Kfz_MobisSo;pMSV30maxRi_Kfz_W;pMSV30maxRi_Kfz_U;pMSV30maxRi_Kfz_S;Ri_MSV30maxRi_Kfz_MobisSo;Ri_MSV30maxRi_Kfz_W;Ri_MSV30maxRi_Kfz_U;Ri_MSV30maxRi_Kfz_S;DL_Q;DL_Ri1;DL_Ri2;JG;WG_Ri1;WG_Ri2;TG_Mo_Ri1;TGMax1_Mo_Ri1;TGMax2_Mo_Ri1;TG_Mo_Ri2;TGMax1_Mo_Ri2;TGMax2_Mo_Ri2;TG_DiMiDo_Ri1;TGMax1_DiMiDo_Ri1;TGMax2_DiMiDo_Ri1;TG_DiMiDo_Ri2;TGMax1_DiMiDo_Ri2;TGMax2_DiMiDo_Ri2;TG_Fr_Ri1;TGMax1_Fr_Ri1;TGMax2_Fr_Ri1;TG_Fr_Ri2;TGMax1_Fr_Ri2;TGMax2_Fr_Ri2;TG_Sa_Ri1;TGMax1_Sa_Ri1;TGMax2_Sa_Ri1;TG_Sa_Ri2;TGMax1_Sa_Ri2;TGMax2_Sa_Ri2;TG_SoFei_Ri1;TGMax1_SoFei_Ri1;TGMax2_SoFei_Ri1;TG_SoFei_Ri2;TGMax1_SoFei_Ri2;TGMax2_SoFei_Ri2;pPLZ_MobisSo_Q;pLfw_MobisSo_Q;pMot_MobisSo_Q;pPmA_MobisSo_Q;pLoA_MobisSo_Q;pLzg_MobisSo_Q;pSat_MobisSo_Q;pBus_MobisSo_Q;pSon_MobisSo_Q;pPLZ_W_Q;pLfw_W_Q;pMot_W_Q;pPmA_W_Q;pLoA_W_Q;pLzg_W_Q;pSat_W_Q;pBus_W_Q;pSon_W_Q;pPLZ_U_Q;pLfw_U_Q;pMot_U_Q;pPmA_U_Q;pLoA_U_Q;pLzg_U_Q;pSat_U_Q;pBus_U_Q;pSon_U_Q;pPLZ_S_Q;pLfw_S_Q;pMot_S_Q;pPmA_S_Q;pLoA_S_Q;pLzg_S_Q;pSat_S_Q;pBus_S_Q;pSon_S_Q;Koor_UTM32_E;Koor_UTM32_N;DTV_Kfz_WU_MobisFr_Q;DTV_Kfz_WU_MobisFr_Ri1;DTV_Kfz_WU_MobisFr_Ri2;DTV_SV_WU_MobisFr_Q;DTV_SV_WU_MobisFr_Ri1;DTV_SV_WU_MobisFr_Ri2;DTV_Kfz_WU_Sa_Q;DTV_Kfz_WU_Sa_Ri1;DTV_Kfz_WU_Sa_Ri2;DTV_SV_WU_Sa_Q;DTV_SV_WU_Sa_Ri1;DTV_SV_WU_Sa_Ri2;MSV30_Kfz_MobisSo_Ri1;MSV30_Kfz_MobisSo_Ri2;MSV30_Kfz_W_Ri1;MSV30_Kfz_W_Ri2;MSV30_Kfz_U_Ri1;MSV30_Kfz_U_Ri2;MSV30_Kfz_S_Ri1;MSV30_Kfz_S_Ri2;bSV30_MobisSo_Ri1;bSV30_MobisSo_Ri2;bSV30_W_Ri1;bSV30_W_Ri2;bSV30_U_Ri1;bSV30_U_Ri2;bSV30_S_Ri1;bSV30_S_Ri2;DTV_Kfz_W_MobisFr_Q;DTV_Kfz_W_MobisFr_Ri1;DTV_Kfz_W_MobisFr_Ri2;DTV_SV_W_MobisFr_Q;DTV_SV_W_MobisFr_Ri1;DTV_SV_W_MobisFr_Ri2;pSV_W_MobisFr_Q;pSV_W_MobisFr_Ri1;pSV_W_MobisFr_Ri2;Koor_WGS84_N;Koor_WGS84_E;MSV50_Kfz_MobisSo_Ri1;MSV50_Kfz_MobisSo_Ri2;pMSV50_Kfz_MobisSo_Ri1;pMSV50_Kfz_MobisSo_Ri2;bSV50_MobisSo_Ri1;bSV50_MobisSo_Ri2;bLkwK50_MobisSo_Ri1;bLkwK50_MobisSo_Ri2;pMSV50_Kfz_W_MobisFr_Ri1;pMSV50_Kfz_W_MobisFr_Ri2;DTV_Kfz_NZB_DiMiDo_Ri1;DTV_Kfz_NZB_DiMiDo_Ri2;bSo_Ri1;bSo_Ri2;bMo_Ri1;bMo_Ri2;bFr_Ri1;bFr_Ri2;bSa_Ri1;bSa_Ri2;Q_P_D;Q_L1_D;Q_L2_D;Q_K_D;Q_P_E;Q_L1_E;Q_L2_E;Q_K_E;Q_P_N;Q_L1_N;Q_L2_N;Q_K_N;Geo_Sequ;Abschnitt_Ast;Station;Ausrichtung;Anmerkungen;
2919;2411;HB-Mahndorfer See;4;HB;A;1;;2;Hamburg;AS Uphusen/Bremen-Mahndorf;N;Osnabrück;AS Bremen-Hemelingen;S;6;103,2;277;172;66;39;97.774;50.123;47.652;99.585;51.253;48.332;102.037;52.643;49.393;85.724;42.784;42.940;+4,9;+3,3;+8,9;+5,8;18.880;9.759;9.121;22.523;11.634;10.889;19.825;10.249;9.577;4.601;2.407;2.194;+1,4;+1,0;+2,5;+2,8;19,3;22,6;19,4;5,4;1,02;0,86;1,07;5.400;16,7;1.422;39,0;5.859;17,0;4.023;15,4;;;;;;;;;;;;;;;;;;D;D;D;B;D;C;;;G;8;;C;;;C;;;E;16;;C;;;B;11;;C;11;14;C;15;;C;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;496.528;5.875.342;102.500;53.000;49.499;24.288;12.530;11.758;89.333;44.984;44.349;9.799;5.152;4.647;;;;;;;;;;;;;;;;;101.961;52.725;49.236;24.800;12.800;12.000;24,3;24,3;24,4;53,02759694;8,94822839;4.400;3.922;8,8;8,2;12,5;7,6;;;8,3;8,0;51.902;48.670;0,83;0,89;1,01;1,01;1,10;1,04;0,84;0,90;;;;;;;;;;;;;430;2919010O2919002O;0,221;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
2918;2410;HB-Silbersee;4;HB;A;1;;2;Hamburg;AS Bremen-Arsten;N;Osnabrück;AS Bremen/Brinkum;S;6;112,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;487.076;5.874.910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53,02357124;8,80731667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;2918002O2918007O;0,339;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
2919;2401;HB-Weserbrücke;4;HB;A;1;;8+1;Hamburg;AS Bremen-Hemelingen;N;Münster;AS Bremen-Arsten;S;6;108,6;327;203;78;46;110.914;57.091;53.823;115.540;59.593;55.947;113.674;58.898;54.776;90.744;45.770;44.974;;;;;18.340;9.349;8.991;22.292;11.361;10.931;19.078;9.708;9.370;3.227;1.678;1.549;;;;;16,5;19,3;16,8;3,6;0,98;0,77;1,05;6.101;14,2;1.661;33,6;6.640;14,4;4.485;13,3;;;;;;;;;;;;;;;;;;D;D;B;B;B;G;8;;C;;;C;;;C;;;C;;;C;;;B;12;;D;14;;C;15;;C;13;;81,3;8,8;0,4;1,5;2,3;14,0;11,3;0,2;0,6;78,7;9,2;0,3;1,3;2,7;16,4;13,1;0,2;0,6;80,8;8,8;0,4;1,8;2,4;14,2;11,4;0,2;0,6;94,0;6,8;0,5;2,0;0,5;2,8;2,4;0,2;0,4;491.484;5.876.180;118.913;61.621;57.293;24.129;12.281;11.849;96.352;48.725;47.627;8.417;4.347;4.070;;;;;;;;;;;;;;;;;119.468;61.867;57.601;24.759;12.609;12.150;20,7;20,4;21,1;53,03507153;8,87299414;4.732;4.259;8,3;7,9;12,4;15,3;9,8;12,6;7,6;7,4;61.412;57.616;0,76;0,79;1,01;1,00;1,06;1,04;0,78;0,82;5.658;180;778;25;3.873;59;537;16;1.099;50;508;5;420;2919204O2919201O;0,484;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
4510;5124;Hagen-Vorhalle;5;NW;A;1;;8+1;Dortmund;AS Hagen-Nord;N;Köln;AS Hagen-West;S;6;345,1;190;137;19;34;88.181;44.490;43.690;89.678;45.522;44.156;89.810;45.448;44.362;80.842;39.635;41.207;-2,1;-2,0;-2,6;-1,6;12.165;6.334;5.831;14.930;7.787;7.142;12.517;6.445;6.071;1.860;1.007;853;-4,8;-4,2;-8,3;-0,1;13,8;16,6;13,9;2,3;1,00;0,90;1,09;4.860;11,8;1.303;29,0;5.199;12,2;3.842;9,8;;;;;;;;;;;;;;;;;;D;D;B;D;D;C;;;C;;;C;;;C;;;C;;;C;;;B;12;;A;;;A;;;C;14;;85,1;8,5;0,4;1,1;2,4;11,2;9,0;0,2;0,0;82,4;9,1;0,3;1,0;2,9;13,6;10,9;0,1;0,0;84,7;8,9;0,5;1,3;2,5;11,3;9,0;0,1;0,0;96,4;5,7;0,6;1,3;0,6;1,5;1,3;0,2;0,0;393.056;5.695.540;91.638;46.537;45.100;16.308;8.499;7.809;80.451;40.532;39.920;4.730;2.377;2.353;;;;;;;;;;;;;;;;;91.680;46.623;45.057;16.706;8.729;7.977;18,2;18,7;17,7;51,40099313;7,46259063;3.464;3.614;7,8;8,3;10,7;9,1;8,7;6,8;7,4;8,0;46.701;44.522;0,86;0,94;0,96;1,02;1,09;1,08;0,85;0,88;4.542;140;496;21;3.450;56;322;15;922;48;330;4;290;4610021A4510011A;2,538;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
6507;0177;Hasborn;10;SL;A;1;;8+1;Köln;AS Tholey-Hasborn;N;Saarbrücken;AS Tholey;S;5;176,5;190;123;33;34;20.186;10.014;10.172;21.634;10.769;10.866;20.070;9.909;10.161;15.331;7.539;7.791;-3,7;-3,2;-4,2;-5,0;2.386;1.204;1.182;2.977;1.508;1.469;2.435;1.228;1.207;283;126;157;-7,0;-6,7;-7,6;-14,2;11,8;13,8;12,1;1,8;0,93;0,70;1,09;1.158;11,2;206;19,2;1.298;11,9;741;7,1;;;;;;;;;;;;;;;;;;D;D;A;B;B;D;8;17;B;8;;D;8;17;D;8;17;D;8;16;D;8;16;D;15;;D;14;;C;15;;G;18;;86,2;7,2;0,9;1,0;3,3;8,4;6,2;0,2;1,0;84,2;7,7;0,9;0,9;3,7;9,9;7,3;0,2;1,1;85,9;7,4;0,9;1,0;3,4;8,5;6,3;0,1;1,0;96,2;4,3;1,0;1,2;0,9;0,7;0,5;0,2;0,8;353.553;5.482.382;22.291;11.079;11.212;3.270;1.661;1.609;16.082;7.961;8.120;742;347;396;;;;;;;;;;;;;;;;;22.594;11.250;11.344;3.367;1.711;1.656;14,9;15,2;14,6;49,47640096;6,97836951;1.073;1.042;10,7;10,2;8,9;11,5;6,6;8,6;9,5;9,2;11.172;11.433;0,69;0,71;0,99;0,97;1,10;1,07;0,74;0,73;1.131;49;106;11;681;11;42;7;165;8;31;2;90;6507036O6507026O;1,664;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
4511;5101;Hengsen;5;NW;A;1;;8+1;Münster;AK Kreuz Dortmund/Unna (A44);N;Dortmund;AS Schwerte;S;6;73,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;404.599;5.704.895;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,48714712;7,62595482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310;4511033A4411094A;5,863;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
6107;7164;Hetzerath;7;RP;A;1;;8+1;Köln;AS Salmtal;N;Saarbrücken;AS Föhren;S;4;119,3;315;210;67;38;34.821;17.092;17.729;36.589;17.997;18.592;34.862;17.031;17.830;28.457;13.934;14.523;-0,1;-0,1;-0,8;+0,8;5.147;2.577;2.570;6.296;3.158;3.137;5.228;2.606;2.622;944;462;481;-0,6;+0,3;-3,7;+2,1;14,8;17,2;15,0;3,3;0,95;0,78;1,11;1.995;13,8;362;25,7;2.206;14,6;1.362;10,1;;;;;;;;;;;;;;;;;;D;D;A;B;B;D;8;17;B;8;;D;8;17;B;8;;E;16;;C;;;C;11;14;C;11;13;D;18;;D;18;;82,9;8,5;0,3;1,1;3,7;10,8;8,9;0,3;1,3;80,5;8,8;0,2;1,0;4,1;12,9;10,6;0,2;1,3;82,5;8,6;0,3;1,2;3,8;10,9;9,0;0,3;1,2;94,4;7,3;0,5;1,2;1,7;1,2;1,0;0,3;1,1;344.584;5.527.182;37.338;18.306;19.032;6.820;3.425;3.395;30.431;15.082;15.350;2.192;1.059;1.134;;;;;;;;;;;;;;;;;37.684;18.503;19.180;6.995;3.515;3.480;18,6;19,0;18,1;49,87684895;6,83684715;1.741;1.696;10,2;9,6;13,8;16,6;10,3;11,7;9,4;8,8;18.412;18.953;0,78;0,77;0,97;1,00;1,12;1,11;0,84;0,81;1.879;92;229;6;1.222;35;102;3;269;18;75;0;140;6007057O6106066O;3,095;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
3414;3309;Holdorf;3;NI;A;1;;8+1;Bremen;AS Lohne/Dinklage;N;Münster;AS Holdorf;S;4;186,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;440.441;5.828.956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52,60734693;8,12046792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;390;3414001O3314002O;1,248;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
6608;0182;Holz;10;SL;A;1;;8+1;Köln;AS Quierschied;N;Saarbrücken;AS Holz;S;4;198,0;166;103;32;31;15.006;7.321;7.685;16.564;8.076;8.488;14.879;7.241;7.638;9.784;4.816;4.967;+0,0;+0,1;-0,5;+0,0;680;317;363;842;392;451;703;328;375;88;42;46;-1,4;-1,3;-2,4;+2,3;4,5;5,1;4,7;0,9;0,90;0,57;1,02;857;4,5;161;5,1;957;4,9;557;2,1;;;;;;;;;;;;;;;;;;E;F;A;A;A;F;17;;A;8;;F;17;;A;8;;F;16;;A;8;;D;15;;D;14;;C;15;;D;18;;93,8;6,4;1,2;0,7;2,3;2,1;1,5;0,2;1,0;93,2;6,8;1,1;0,7;2,5;2,4;1,8;0,2;1,1;93,5;6,7;1,3;0,8;2,4;2,2;1,6;0,2;1,0;97,6;3,6;1,4;0,7;0,6;0,2;0,2;0,1;0,8;354.592;5.465.831;17.146;8.349;8.797;921;429;491;11.185;5.484;5.702;254;114;139;;;;;;;;;;;;;;;;;17.467;8.499;8.968;944;440;504;5,4;5,2;5,6;49,32787027;6,99875523;988;1.182;13,5;15,4;2,6;4,0;0,9;1,9;11,6;13,2;8.632;9.073;0,58;0,56;1,00;1,00;1,00;1,04;0,69;0,66;899;27;21;11;538;5;7;7;151;4;4;2;50;6608076O6607028O;1,659;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
5106;5010;Hürth;5;NW;A;1;;8+1;Köln;AS Hürth;N;Saarbrücken;AD Dreieck Erfttal (A61);S;4;433,6;300;192;60;48;53.578;26.775;26.803;55.827;27.664;28.163;54.315;27.079;27.236;44.643;23.228;21.414;+1,8;+2,5;+0,5;+0,7;5.808;2.894;2.914;7.078;3.519;3.559;5.982;2.980;3.002;1.063;558;505;+0,2;+1,1;-3,5;+0,8;10,8;12,7;11,0;2,4;0,97;0,83;1,07;3.055;9,8;586;21,6;3.331;10,4;2.228;7,2;;;;;;;;;;;;;;;;;;D;D;C;D;B;B;8;;E;17;;B;8;;E;17;;B;8;;E;15;;A;;;C;11;14;D;18;;B;12;;87,2;7,1;0,2;1,0;2,9;7,8;6,8;0,1;1,0;85,4;7,4;0,2;0,8;3,3;9,3;8,1;0,1;1,1;86,9;7,0;0,3;1,1;3,0;7,9;6,8;0,1;1,0;95,8;5,9;0,5;1,1;1,2;1,1;0,9;0,1;0,6;344.935;5.634.211;57.285;28.441;28.844;7.736;3.834;3.902;46.580;23.060;23.520;2.290;1.208;1.082;;;;;;;;;;;;;;;;;57.593;28.584;29.009;7.924;3.928;3.996;13,8;13,7;13,8;50,83880436;6,79765141;2.822;2.880;10,5;10,7;7,5;7,6;5,7;5,1;9,9;9,9;28.537;28.787;0,87;0,80;0,97;0,96;1,09;1,06;0,87;0,86;2.977;106;240;8;2.064;41;120;4;459;24;102;1;200;5106032A5106060A;2,706;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
6608;0180;Illingen;10;SL;A;1;;8+1;Köln;AS Illingen;N;Saarbrücken;AK Kreuz Saarbrücken (A8);S;4;193,3;212;115;56;41;32.427;16.101;16.326;35.811;17.804;18.007;31.648;15.735;15.913;21.716;10.677;11.039;-4,6;-4,2;-5,6;-4,9;2.660;1.344;1.316;3.319;1.675;1.644;2.676;1.351;1.325;361;190;171;-6,8;-6,2;-10,0;+1,1;8,2;9,3;8,5;1,7;0,88;0,60;1,05;1.855;7,9;344;12,0;2.071;8,5;1.205;4,7;;;;;;;;;;;;;;;;;;E;F;A;A;A;F;17;;A;8;;F;17;;A;8;;F;16;;A;8;;D;15;;D;14;;C;15;;D;18;;89,2;6,7;0,7;1,0;2,8;5,3;3,8;0,2;1,6;88,2;7,2;0,7;0,9;3,1;6,0;4,4;0,2;1,6;88,7;6,9;0,8;1,1;3,0;5,4;3,9;0,2;1,7;95,7;4,0;1,1;1,2;0,9;0,6;0,4;0,2;1,4;354.997;5.470.265;36.672;18.221;18.451;3.626;1.835;1.790;25.283;12.624;12.659;864;411;453;;;;;;;;;;;;;;;;;37.573;18.668;18.905;3.747;1.896;1.852;10,0;10,2;9,8;49,36782577;7,00272519;2.151;2.362;13,4;14,5;5,5;6,3;3,6;4,5;11,5;12,5;18.880;19.158;0,59;0,61;0,97;0,98;1,06;1,04;0,70;0,69;1.880;68;107;15;1.139;14;42;10;301;10;31;2;70;6608008O6608075O;1,774;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
6407;0175;Kastel;10;SL;A;1;;8+1;Köln;AS Nonnweiler-Braunshausen;N;Saarbrücken;AS Nonnweiler-Primstal;S;4;165,6;139;92;27;20;17.742;8.828;8.914;18.774;9.419;9.356;17.835;8.766;9.069;14.061;6.865;7.195;-3,9;-4,2;-2,8;-4,5;2.323;1.178;1.146;2.880;1.470;1.410;2.409;1.208;1.201;293;131;162;-5,6;-5,8;-4,7;-6,8;13,1;15,3;13,5;2,1;0,95;0,74;1,11;1.018;12,3;183;22,2;1.132;13,1;673;8,0;;;;;;;;;;;;;;;;;;D;D;A;B;B;B;8;;D;8;17;D;8;17;D;8;17;D;8;17;E;16;;C;11;15;D;14;;C;15;;D;18;;84,7;7,7;0,9;1,1;3,4;9,5;7,1;0,2;1,1;82,5;8,2;0,8;1,0;3,8;11,3;8,4;0,2;1,1;84,1;7,9;1,0;1,3;3,5;9,8;7,2;0,2;1,1;95,7;4,6;1,2;1,4;1,1;0,8;0,6;0,3;0,8;353.505;5.492.862;19.376;9.685;9.691;3.175;1.619;1.556;14.449;7.139;7.310;741;351;390;;;;;;;;;;;;;;;;;19.548;9.817;9.731;3.251;1.664;1.587;16,6;17,0;16,3;49,57059938;6,97381652;889;916;10,1;10,3;10,8;8,7;6,5;5,7;9,1;9,4;9.743;9.732;0,72;0,75;0,99;0,96;1,11;1,11;0,75;0,76;973;44;104;10;613;11;43;6;141;8;32;1;100;6407081O6407080O;1,149;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
6707;0185;Kirschheck;10;SL;A;1;;8+1;Köln;AS Saarbrücken-Neuhaus;N;Saarbrücken;AS Saarbrücken-Von der Heydt;S;4;204,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;351.808;5.460.566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,27986791;6,96243098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;6707012O6707074O;0,672;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
5007;5032;Köln-Lövenich;5;NW;A;1;;8+1;Dortmund;AS Köln-Bocklemünd;N;Köln;AS Köln-Lövenich;S;6;421,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;349.037;5.647.212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50,95672279;6,85050020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;230;5007025A5007010A;2,083;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
4907;5048;Köln-Nord;5;NW;A;1;;8+1;Dortmund;AS Köln-Niehl;N;Köln;AK Kreuz Köln-Nord (A57);S;6;410,0;263;158;47;58;90.869;44.200;46.669;97.789;47.611;50.178;90.468;43.640;46.828;66.644;32.702;33.943;-1,0;-0,2;-2,2;-3,5;4.015;1.963;2.052;5.011;2.469;2.542;4.012;1.906;2.106;459;224;235;+2,7;+4,5;-4,4;+5,9;4,4;5,1;4,4;0,7;0,93;0,72;1,04;5.137;4,1;1.084;7,1;5.574;4,5;3.826;2,4;;;;;;;;;;;;;;;;;;D;D;A;B;B;B;8;;D;9;17;B;8;;D;8;16;B;8;;D;8;16;A;;;A;;;C;17;;D;18;;94,6;9,1;0,5;0,8;1,2;3,2;2,6;0,0;0,2;93,9;9,7;0,4;0,7;1,4;3,7;3,1;0,0;0,2;94,5;9,4;0,6;0,9;1,3;3,1;2,6;0,0;0,2;98,1;5,5;0,8;1,0;0,2;0,5;0,4;0,0;0,1;353.495;5.652.817;100.449;48.723;51.726;5.525;2.696;2.829;74.159;36.386;37.773;1.062;546;515;;;;;;;;;;;;;;;;;102.111;49.652;52.459;5.712;2.808;2.905;5,6;5,7;5,5;51,00823915;6,91165795;4.305;4.545;9,7;9,7;3,6;3,2;2,7;2,5;8,7;8,7;49.682;52.342;0,72;0,71;0,97;0,98;1,03;1,04;0,80;0,77;5.294;70;184;26;3.720;24;66;16;1.004;24;52;4;240;5007002A4907037A;1,926;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
3812;5118;Ladbergen;5;NW;A;1;;8+1;Bremen;AS Lengerich;N;Münster;AS Ladbergen;S;4;43,1;286;180;56;50;62.979;31.501;31.478;62.018;31.086;30.931;65.343;32.822;32.520;63.526;31.370;32.155;+2,2;+2,0;+1,5;+4,1;11.220;5.595;5.626;13.616;6.788;6.828;11.482;5.723;5.759;2.346;1.176;1.170;-3,2;-2,7;-5,2;-6,8;17,8;22,0;17,6;3,7;1,05;1,05;1,16;3.492;15,1;889;39,5;3.746;15,4;2.729;13,5;;;;;;;;;;;;;;;;;;D;D;D;D;D;C;;;C;;;C;;;C;;;C;;;E;16;;B;12;;D;14;;A;;;D;18;;79,2;7,2;0,2;1,6;2,7;14,7;11,6;0,4;1,4;75,3;7,8;0,2;1,5;3,2;18,4;14,4;0,4;1,3;79,2;7,2;0,2;1,8;2,7;14,5;11,4;0,4;1,4;93,0;5,3;0,3;1,8;1,1;2,2;1,8;0,4;1,5;414.080;5.779.392;63.540;31.789;31.750;14.822;7.357;7.465;59.624;30.276;29.348;4.656;2.477;2.179;;;;;;;;;;;;;;;;;63.033;31.556;31.477;15.181;7.537;7.644;24,1;23,9;24,3;52,15833030;7,74398143;2.901;3.052;9,2;9,7;4,9;2,3;3,1;0,7;9,2;9,7;31.041;30.859;1,02;1,08;0,98;1,01;1,18;1,13;0,94;0,92;3.159;117;462;8;2.357;64;303;5;537;38;314;1;370;3812015O3712041O;1,593;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
5907;7603;Laufeld;7;RP;A;1;;8+1;Köln;AS Manderscheid;N;Saarbrücken;AS Hasborn;S;4;91,5;289;190;69;30;24.766;12.463;12.303;25.382;12.754;12.628;24.813;12.450;12.363;22.509;11.439;11.070;+0,4;+0,4;-1,0;+2,5;4.003;2.089;1.914;4.864;2.531;2.333;4.088;2.132;1.956;823;458;365;+1,1;+1,7;-1,7;+9,0;16,2;19,2;16,5;3,7;0,98;0,92;1,16;1.415;14,6;266;32,3;1.571;15,3;947;11,4;;;;;;;;;;;;;;;;;;D;D;B;D;D;D;8;17;B;8;;E;17;;D;8;17;E;16;;D;8;16;C;11;15;D;12;;C;17;;D;18;;81,3;8,4;0,3;1,2;3,8;12,0;9,8;0,3;1,3;78,4;8,7;0,2;1,1;4,2;14,6;11,9;0,3;1,4;80,8;8,6;0,3;1,4;3,9;12,3;10,0;0,3;1,3;94,0;7,0;0,6;1,3;2,0;1,3;1,1;0,4;1,1;347.754;5.550.050;25.811;12.964;12.848;5.271;2.748;2.523;22.476;11.296;11.179;1.759;895;864;;;;;;;;;;;;;;;;;25.921;13.020;12.901;5.391;2.809;2.583;20,8;21,6;20,0;50,08319972;6,87189014;1.259;1.207;10,1;9,8;12,4;9,5;8,4;6,8;9,7;9,4;12.766;12.481;0,93;0,90;0,98;1,01;1,14;1,17;0,91;0,91;1.325;65;175;5;837;27;81;2;180;16;70;0;150;5807007O5907001O;2,310;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
